LANGUAGE_NAME,VALUE,SOURCE_NAME,ID,LANGUAGE_ID,FEATURE_ID,SOURCE
Abun,NegVNeg,Berry 1995b[ 82],http://wals.info/valuesets/143B-abu,http://wals.info/languoid/lect/wals_code_abu,http://wals.info/feature/143B,http://wals.info/refdb/record/Berry-1995b[ 82]
Amanab,Neg[V-Neg],Minch 1992[ 147],http://wals.info/valuesets/143B-amn,http://wals.info/languoid/lect/wals_code_amn,http://wals.info/feature/143B,http://wals.info/refdb/record/Minch-1992[ 147]
Ambae (Lolovoli Northeast),NegVNeg,"Hyslop 2001[ 231, 259, passim]",http://wals.info/valuesets/143B-aml,http://wals.info/languoid/lect/wals_code_aml,http://wals.info/feature/143B,"http://wals.info/refdb/record/Hyslop-2001[ 231, 259, passim]"
Amharic,[Neg-V-Neg],"Leslau 1966[ 609-610];Leslau 1995[ 292, 302]",http://wals.info/valuesets/143B-amh,http://wals.info/languoid/lect/wals_code_amh,http://wals.info/feature/143B,"http://wals.info/refdb/record/Leslau-1966[ 609-610];http://wals.info/refdb/record/Leslau-1995[ 292, 302]"
Amo,NegVNeg,Di Luzio 1972[ 42],http://wals.info/valuesets/143B-amo,http://wals.info/languoid/lect/wals_code_amo,http://wals.info/feature/143B,http://wals.info/refdb/record/Di-Luzio-1972[ 42]
Anamuxra,Neg[V-Neg],"Ingram 2001[ 238-239, 326]",http://wals.info/valuesets/143B-amx,http://wals.info/languoid/lect/wals_code_amx,http://wals.info/feature/143B,"http://wals.info/refdb/record/Ingram-2001[ 238-239, 326]"
Apache (Western),Neg[V-Neg],Edgerton 1963[ 134-135],http://wals.info/valuesets/143B-apw,http://wals.info/languoid/lect/wals_code_apw,http://wals.info/feature/143B,http://wals.info/refdb/record/Edgerton-1963[ 134-135]
Arabic (Moroccan),[Neg-V-Neg],Harrell 1962[ 152],http://wals.info/valuesets/143B-amr,http://wals.info/languoid/lect/wals_code_amr,http://wals.info/feature/143B,http://wals.info/refdb/record/Harrell-1962[ 152]
Araona,[Neg-V-Neg],Pitman 1980[ 25],http://wals.info/valuesets/143B-ana,http://wals.info/languoid/lect/wals_code_ana,http://wals.info/feature/143B,http://wals.info/refdb/record/Pitman-1980[ 25]
Asuriní,[Neg-V-Neg],Harrison 1970[ 172],http://wals.info/valuesets/143B-asu,http://wals.info/languoid/lect/wals_code_asu,http://wals.info/feature/143B,http://wals.info/refdb/record/Harrison-1970[ 172]
Awa Pit,Type 1 / Type 2,"Curnow 1997[ 332, 334]",http://wals.info/valuesets/143B-awp,http://wals.info/languoid/lect/wals_code_awp,http://wals.info/feature/143B,"http://wals.info/refdb/record/Curnow-1997[ 332, 334]"
Babungo,NegVNeg,Schaub 1985[ 91],http://wals.info/valuesets/143B-bab,http://wals.info/languoid/lect/wals_code_bab,http://wals.info/feature/143B,http://wals.info/refdb/record/Schaub-1985[ 91]
Bafut,NegNegV,Chumbow and Tamanji 1994[ 214],http://wals.info/valuesets/143B-baf,http://wals.info/languoid/lect/wals_code_baf,http://wals.info/feature/143B,http://wals.info/refdb/record/Chumbow-and-Tamanji-1994[ 214]
Baule,Negative tone & VNeg,"Carteron 1972[ 42, 69-70]",http://wals.info/valuesets/143B-ble,http://wals.info/languoid/lect/wals_code_ble,http://wals.info/feature/143B,"http://wals.info/refdb/record/Carteron-1972[ 42, 69-70]"
Bidiya,NegVNeg,"Alio 1986[ 138, 142]",http://wals.info/valuesets/143B-bid,http://wals.info/languoid/lect/wals_code_bid,http://wals.info/feature/143B,"http://wals.info/refdb/record/Alio-1986[ 138, 142]"
Bobangi,NegVNeg,Whitehead 1899[ 76-77],http://wals.info/valuesets/143B-bob,http://wals.info/languoid/lect/wals_code_bob,http://wals.info/feature/143B,http://wals.info/refdb/record/Whitehead-1899[ 76-77]
Bobo Madaré (Northern),NegVNeg,Prost 1983[ 44];Bris and Prost 1981[ 48],http://wals.info/valuesets/143B-bbf,http://wals.info/languoid/lect/wals_code_bbf,http://wals.info/feature/143B,http://wals.info/refdb/record/Prost-1983[ 44];http://wals.info/refdb/record/Bris-and-Prost-1981[ 48]
Boiken,Neg[V-Neg],Laycock 1965a[ 108],http://wals.info/valuesets/143B-boi,http://wals.info/languoid/lect/wals_code_boi,http://wals.info/feature/143B,http://wals.info/refdb/record/Laycock-1965a[ 108]
Breton,Type 1 / Type 7,Stephens 1993[ 376];Ternes 1970[ 284],http://wals.info/valuesets/143B-bre,http://wals.info/languoid/lect/wals_code_bre,http://wals.info/feature/143B,http://wals.info/refdb/record/Stephens-1993[ 376];http://wals.info/refdb/record/Ternes-1970[ 284]
Buli (in Ghana),NegVNeg,,http://wals.info/valuesets/143B-buy,http://wals.info/languoid/lect/wals_code_buy,http://wals.info/feature/143B,
Burmese,[Neg-V]Neg,Soe 1999[ 144-145];Cornyn and Roop 1968[ 44];Okell 1969[ passim],http://wals.info/valuesets/143B-brm,http://wals.info/languoid/lect/wals_code_brm,http://wals.info/feature/143B,http://wals.info/refdb/record/Soe-1999[ 144-145];http://wals.info/refdb/record/Cornyn-and-Roop-1968[ 44];http://wals.info/refdb/record/Okell-1969[ passim]
Cakchiquel,NegVNeg,"García Matzar and Rodríguez Guaján 1997[ 226, Garcia Matzar]",http://wals.info/valuesets/143B-cak,http://wals.info/languoid/lect/wals_code_cak,http://wals.info/feature/143B,"http://wals.info/refdb/record/Garcia-Matzar-and-Rodriguez-Guajan-1997[ 226, Garcia Matzar]"
Camling,[Neg-V-Neg],Ebert 2003[541],http://wals.info/valuesets/143B-cml,http://wals.info/languoid/lect/wals_code_cml,http://wals.info/feature/143B,http://wals.info/refdb/record/Ebert-2003[541]
