LANGUAGE_NAME,VALUE,SOURCE_NAME,ID,LANGUAGE_ID,FEATURE_ID,SOURCE
Bafut,"SVO, but NegSNegOV",Chumbow and Tamanji 1994[ 214],http://wals.info/valuesets/144C-baf,http://wals.info/languoid/lect/wals_code_baf,http://wals.info/feature/144C,http://wals.info/refdb/record/Chumbow-and-Tamanji-1994[ 214]
Barambu,"SVO/VSO, but [Neg-V]SO(Neg)","Tucker and Bryan 1966[ 155];Santandrea 1965b[ 116, 163, 167]",http://wals.info/valuesets/144C-bbu,http://wals.info/languoid/lect/wals_code_bbu,http://wals.info/feature/144C,"http://wals.info/refdb/record/Tucker-and-Bryan-1966[ 155];http://wals.info/refdb/record/Santandrea-1965b[ 116, 163, 167]"
Cornish,"SVO, but NegVSO",Jenner 1904[ 160],http://wals.info/valuesets/144C-crn,http://wals.info/languoid/lect/wals_code_crn,http://wals.info/feature/144C,http://wals.info/refdb/record/Jenner-1904[ 160]
Dinka,"SVO/SOV, but SNegOV","Nebel 1948[ 17, 56-58];Tucker and Bryan 1966[ 430, 437]",http://wals.info/valuesets/144C-din,http://wals.info/languoid/lect/wals_code_din,http://wals.info/feature/144C,"http://wals.info/refdb/record/Nebel-1948[ 17, 56-58];http://wals.info/refdb/record/Tucker-and-Bryan-1966[ 430, 437]"
Dongo,"SVO/SOV, but SVONeg",Tucker and Bryan 1966[ 130],http://wals.info/valuesets/144C-dgo,http://wals.info/languoid/lect/wals_code_dgo,http://wals.info/feature/144C,http://wals.info/refdb/record/Tucker-and-Bryan-1966[ 130]
Grebo,"SVO, but SNegOV",Innes 1966[ 103],http://wals.info/valuesets/144C-grb,http://wals.info/languoid/lect/wals_code_grb,http://wals.info/feature/144C,http://wals.info/refdb/record/Innes-1966[ 103]
Gude,"VSO, but NegSVO",Hoskison 1983[ 90-91],http://wals.info/valuesets/144C-gud,http://wals.info/languoid/lect/wals_code_gud,http://wals.info/feature/144C,http://wals.info/refdb/record/Hoskison-1983[ 90-91]
Hungarian,"SVO/SOV, but SNegVO",Kenesei et al. 1998[ 112-113];Kiefer 1967[ 188],http://wals.info/valuesets/144C-hun,http://wals.info/languoid/lect/wals_code_hun,http://wals.info/feature/144C,http://wals.info/refdb/record/Kenesei-et-al-1998[ 112-113];http://wals.info/refdb/record/Kiefer-1967[ 188]
Kayabí,SOV but  SONeg[V-Neg]/S[Neg-V-Neg] O,Gomes 2007[ 173],http://wals.info/valuesets/144C-kyz,http://wals.info/languoid/lect/wals_code_kyz,http://wals.info/feature/144C,http://wals.info/refdb/record/Gomes-2007[ 173]
Klao,"SVO, but SNegOV","Rickard 1970[ 16, 21]",http://wals.info/valuesets/144C-kla,http://wals.info/languoid/lect/wals_code_kla,http://wals.info/feature/144C,"http://wals.info/refdb/record/Rickard-1970[ 16, 21]"
Leggbó,SVO but SO[Neg-V],,http://wals.info/valuesets/144C-agb,http://wals.info/languoid/lect/wals_code_agb,http://wals.info/feature/144C,
Logoti,"SVO/SOV, but SVONeg",Tucker 1967[ 253],http://wals.info/valuesets/144C-lgt,http://wals.info/languoid/lect/wals_code_lgt,http://wals.info/feature/144C,http://wals.info/refdb/record/Tucker-1967[ 253]
Lugbara,"SVO/SOV, but SVONeg",Barr 1965[ 22];Crazzolara 1960[ 92-93],http://wals.info/valuesets/144C-lug,http://wals.info/languoid/lect/wals_code_lug,http://wals.info/feature/144C,http://wals.info/refdb/record/Barr-1965[ 22];http://wals.info/refdb/record/Crazzolara-1960[ 92-93]
Ma'di,"SVO/SOV, but SVONeg","Tucker 1967[ 253, Blackings and Fabb 2003]",http://wals.info/valuesets/144C-mad,http://wals.info/languoid/lect/wals_code_mad,http://wals.info/feature/144C,"http://wals.info/refdb/record/Tucker-1967[ 253, Blackings and Fabb 2003]"
Majang,"VSO, but NegSVO",Unseth 1989[ 119],http://wals.info/valuesets/144C-maj,http://wals.info/languoid/lect/wals_code_maj,http://wals.info/feature/144C,http://wals.info/refdb/record/Unseth-1989[ 119]
Maori,"VSO, but NegSVO",Bauer 1993[ 139],http://wals.info/valuesets/144C-mao,http://wals.info/languoid/lect/wals_code_mao,http://wals.info/feature/144C,http://wals.info/refdb/record/Bauer-1993[ 139]
Marquesan,"VSO, but NegSVO",Lynch 2002a[ 875],http://wals.info/valuesets/144C-mrq,http://wals.info/languoid/lect/wals_code_mrq,http://wals.info/feature/144C,http://wals.info/refdb/record/Lynch-2002a[ 875]
Masakin,"SVO/VSO, but NegSVONeg",Tucker and Bryan 1966[ 286],http://wals.info/valuesets/144C-msk,http://wals.info/languoid/lect/wals_code_msk,http://wals.info/feature/144C,http://wals.info/refdb/record/Tucker-and-Bryan-1966[ 286]
Mbili,"SVO, but SNegOV",Ayuninjam 1998[ 338],http://wals.info/valuesets/144C-mbi,http://wals.info/languoid/lect/wals_code_mbi,http://wals.info/feature/144C,http://wals.info/refdb/record/Ayuninjam-1998[ 338]
Mbosi,"SVO, but SOVNeg",Amboulou 1998[312],http://wals.info/valuesets/144C-mdw,http://wals.info/languoid/lect/wals_code_mdw,http://wals.info/feature/144C,http://wals.info/refdb/record/Amboulou-1998[312]
