LANGUAGE_NAME,VALUE,SOURCE_NAME,ID,LANGUAGE_ID,FEATURE_ID,SOURCE
Abaza,Words derived from Sinitic cha,Anonymous 1956,http://wals.info/valuesets/138A-abz,http://wals.info/languoid/lect/wals_code_abz,http://wals.info/feature/138A,http://wals.info/refdb/record/Anonymous-1956
Acehnese,Words derived from Min Nan Chinese te,Aboe Bakar et al. 1985[949],http://wals.info/valuesets/138A-ace,http://wals.info/languoid/lect/wals_code_ace,http://wals.info/feature/138A,http://wals.info/refdb/record/Aboe-Bakar-et-al-1985[949]
Afrikaans,Words derived from Min Nan Chinese te,Malherbe and Rosenberg 1996[493],http://wals.info/valuesets/138A-afr,http://wals.info/languoid/lect/wals_code_afr,http://wals.info/feature/138A,http://wals.info/refdb/record/Malherbe-and-Rosenberg-1996[493]
Ahtna,Words derived from Sinitic cha,Kari 1990,http://wals.info/valuesets/138A-aht,http://wals.info/languoid/lect/wals_code_aht,http://wals.info/feature/138A,http://wals.info/refdb/record/Kari-1990
Alabama,Others,Sylestine et al. n.d.,http://wals.info/valuesets/138A-abm,http://wals.info/languoid/lect/wals_code_abm,http://wals.info/feature/138A,http://wals.info/refdb/record/Sylestine-et-al-nd
Albanian,Words derived from Sinitic cha,,http://wals.info/valuesets/138A-alb,http://wals.info/languoid/lect/wals_code_alb,http://wals.info/feature/138A,
Alsatian,Words derived from Min Nan Chinese te,Malherbe and Rosenberg 1996[517],http://wals.info/valuesets/138A-alt,http://wals.info/languoid/lect/wals_code_alt,http://wals.info/feature/138A,http://wals.info/refdb/record/Malherbe-and-Rosenberg-1996[517]
Amharic,Words derived from Sinitic cha,Malherbe and Rosenberg 1996[525],http://wals.info/valuesets/138A-amh,http://wals.info/languoid/lect/wals_code_amh,http://wals.info/feature/138A,http://wals.info/refdb/record/Malherbe-and-Rosenberg-1996[525]
Arabic (Egyptian),Words derived from Sinitic cha,Malherbe and Rosenberg 1996[540],http://wals.info/valuesets/138A-aeg,http://wals.info/languoid/lect/wals_code_aeg,http://wals.info/feature/138A,http://wals.info/refdb/record/Malherbe-and-Rosenberg-1996[540]
Armenian (Eastern),Words derived from Min Nan Chinese te,Malherbe and Rosenberg 1996[553],http://wals.info/valuesets/138A-arm,http://wals.info/languoid/lect/wals_code_arm,http://wals.info/feature/138A,http://wals.info/refdb/record/Malherbe-and-Rosenberg-1996[553]
Assamese,Words derived from Sinitic cha,Malherbe and Rosenberg 1996[559],http://wals.info/valuesets/138A-ass,http://wals.info/languoid/lect/wals_code_ass,http://wals.info/feature/138A,http://wals.info/refdb/record/Malherbe-and-Rosenberg-1996[559]
Asturian,Words derived from Min Nan Chinese te,,http://wals.info/valuesets/138A-ast,http://wals.info/languoid/lect/wals_code_ast,http://wals.info/feature/138A,
Atayal,Others,Egerod 1980,http://wals.info/valuesets/138A-ata,http://wals.info/languoid/lect/wals_code_ata,http://wals.info/feature/138A,http://wals.info/refdb/record/Egerod-1980
Azerbaijani,Words derived from Sinitic cha,Malherbe and Rosenberg 1996[570],http://wals.info/valuesets/138A-aze,http://wals.info/languoid/lect/wals_code_aze,http://wals.info/feature/138A,http://wals.info/refdb/record/Malherbe-and-Rosenberg-1996[570]
Badaga,Words derived from Min Nan Chinese te,Hockings and Pilot-Raichoor 1992,http://wals.info/valuesets/138A-bdg,http://wals.info/languoid/lect/wals_code_bdg,http://wals.info/feature/138A,http://wals.info/refdb/record/Hockings-and-Pilot-Raichoor-1992
Balinese,Words derived from Min Nan Chinese te,Sugiarto 1993[390],http://wals.info/valuesets/138A-bal,http://wals.info/languoid/lect/wals_code_bal,http://wals.info/feature/138A,http://wals.info/refdb/record/Sugiarto-1993[390]
Baluchi,Words derived from Sinitic cha,Malherbe and Rosenberg 1996[576],http://wals.info/valuesets/138A-blc,http://wals.info/languoid/lect/wals_code_blc,http://wals.info/feature/138A,http://wals.info/refdb/record/Malherbe-and-Rosenberg-1996[576]
Bambara,Others,Malherbe and Rosenberg 1996[581],http://wals.info/valuesets/138A-bam,http://wals.info/languoid/lect/wals_code_bam,http://wals.info/feature/138A,http://wals.info/refdb/record/Malherbe-and-Rosenberg-1996[581]
Bashkir,Words derived from Sinitic cha,Poppe 1964,http://wals.info/valuesets/138A-bsk,http://wals.info/languoid/lect/wals_code_bsk,http://wals.info/feature/138A,http://wals.info/refdb/record/Poppe-1964
Basque,Words derived from Sinitic cha,Malherbe and Rosenberg 1996[605],http://wals.info/valuesets/138A-bsq,http://wals.info/languoid/lect/wals_code_bsq,http://wals.info/feature/138A,http://wals.info/refdb/record/Malherbe-and-Rosenberg-1996[605]
Belorussian,Words derived from Sinitic cha,Malherbe and Rosenberg 1996[638],http://wals.info/valuesets/138A-blr,http://wals.info/languoid/lect/wals_code_blr,http://wals.info/feature/138A,http://wals.info/refdb/record/Malherbe-and-Rosenberg-1996[638]
Bengali,Words derived from Sinitic cha,Malherbe and Rosenberg 1996[623],http://wals.info/valuesets/138A-ben,http://wals.info/languoid/lect/wals_code_ben,http://wals.info/feature/138A,http://wals.info/refdb/record/Malherbe-and-Rosenberg-1996[623]
Berber (Middle Atlas),Others,Malherbe and Rosenberg 1996[1548],http://wals.info/valuesets/138A-bma,http://wals.info/languoid/lect/wals_code_bma,http://wals.info/feature/138A,http://wals.info/refdb/record/Malherbe-and-Rosenberg-1996[1548]
