LANGUAGE_NAME,VALUE,SOURCE_NAME,ID,LANGUAGE_ID,FEATURE_ID,SOURCE
Abun,SNegVONeg,Berry 1995b[ 82],http://wals.info/valuesets/144F-abu,http://wals.info/languoid/lect/wals_code_abu,http://wals.info/feature/144F,http://wals.info/refdb/record/Berry-1995b[ 82]
Ambae (Lolovoli Northeast),SNegVNegO/SNegVONeg,"Hyslop 2001[ 231, 259, passim]",http://wals.info/valuesets/144F-aml,http://wals.info/languoid/lect/wals_code_aml,http://wals.info/feature/144F,"http://wals.info/refdb/record/Hyslop-2001[ 231, 259, passim]"
Babungo,SNegVONeg,Schaub 1985[ 91],http://wals.info/valuesets/144F-bab,http://wals.info/languoid/lect/wals_code_bab,http://wals.info/feature/144F,http://wals.info/refdb/record/Schaub-1985[ 91]
Baule,SVNegO&NegTone,"Carteron 1972[ 42, 69-70]",http://wals.info/valuesets/144F-ble,http://wals.info/languoid/lect/wals_code_ble,http://wals.info/feature/144F,"http://wals.info/refdb/record/Carteron-1972[ 42, 69-70]"
Bidiya,SVO & NegVNeg,"Alio 1986[ 138, 142]",http://wals.info/valuesets/144F-bid,http://wals.info/languoid/lect/wals_code_bid,http://wals.info/feature/144F,"http://wals.info/refdb/record/Alio-1986[ 138, 142]"
Bobangi,SNegVONeg,Whitehead 1899[ 76-77],http://wals.info/valuesets/144F-bob,http://wals.info/languoid/lect/wals_code_bob,http://wals.info/feature/144F,http://wals.info/refdb/record/Whitehead-1899[ 76-77]
Breton,SNegNegVO/SNegVNegO,Stephens 1993[ 376];Ternes 1970[ 284],http://wals.info/valuesets/144F-bre,http://wals.info/languoid/lect/wals_code_bre,http://wals.info/feature/144F,http://wals.info/refdb/record/Stephens-1993[ 376];http://wals.info/refdb/record/Ternes-1970[ 284]
Buli (in Ghana),SNegVONeg,,http://wals.info/valuesets/144F-buy,http://wals.info/languoid/lect/wals_code_buy,http://wals.info/feature/144F,
Degema,S[Neg-V]O&NegTone,Kari 1997[ 47],http://wals.info/valuesets/144F-deg,http://wals.info/languoid/lect/wals_code_deg,http://wals.info/feature/144F,http://wals.info/refdb/record/Kari-1997[ 47]
Doyayo,SNeg[V-Neg]O&NegTone/SNegVNegO,"Wiering and Wiering 1994[ 56, 80-81]",http://wals.info/valuesets/144F-doy,http://wals.info/languoid/lect/wals_code_doy,http://wals.info/feature/144F,"http://wals.info/refdb/record/Wiering-and-Wiering-1994[ 56, 80-81]"
Efate (South),SNegVONeg,,http://wals.info/valuesets/144F-erk,http://wals.info/languoid/lect/wals_code_erk,http://wals.info/feature/144F,
Ekoti,S[Neg-V-Neg]O,Schadeberg and Mucanheia 2000[ 116-121],http://wals.info/valuesets/144F-eko,http://wals.info/languoid/lect/wals_code_eko,http://wals.info/feature/144F,http://wals.info/refdb/record/Schadeberg-and-Mucanheia-2000[ 116-121]
Ewe,SNegVONeg,"Ameka 1991[ 64];Warburton et al. 1968[ 32, 192]",http://wals.info/valuesets/144F-ewe,http://wals.info/languoid/lect/wals_code_ewe,http://wals.info/feature/144F,"http://wals.info/refdb/record/Ameka-1991[ 64];http://wals.info/refdb/record/Warburton-et-al-1968[ 32, 192]"
Guaraní,SNegVNegO,Gregores and Suarez 1967[ 151],http://wals.info/valuesets/144F-gua,http://wals.info/languoid/lect/wals_code_gua,http://wals.info/feature/144F,http://wals.info/refdb/record/Gregores-and-Suarez-1967[ 151]
