LANGUAGE_NAME,VALUE,SOURCE_NAME,ID,LANGUAGE_ID,FEATURE_ID,SOURCE
Albanian,Logical meanings,,http://wals.info/valuesets/142A-alb,http://wals.info/languoid/lect/wals_code_alb,http://wals.info/feature/142A,
Amele,Affective meanings,,http://wals.info/valuesets/142A-ame,http://wals.info/languoid/lect/wals_code_ame,http://wals.info/feature/142A,
Amis,Other or none,,http://wals.info/valuesets/142A-ami,http://wals.info/languoid/lect/wals_code_ami,http://wals.info/feature/142A,
Arabic (Bahrain),Logical meanings,,http://wals.info/valuesets/142A-abh,http://wals.info/languoid/lect/wals_code_abh,http://wals.info/feature/142A,
Arabic (Kormakiti),Logical meanings,,http://wals.info/valuesets/142A-ako,http://wals.info/languoid/lect/wals_code_ako,http://wals.info/feature/142A,
Arabic (Lebanese),Logical meanings,McCarus 1992,http://wals.info/valuesets/142A-arl,http://wals.info/languoid/lect/wals_code_arl,http://wals.info/feature/142A,http://wals.info/refdb/record/McCarus-1992
Arabic (Moroccan),Logical meanings,,http://wals.info/valuesets/142A-amr,http://wals.info/languoid/lect/wals_code_amr,http://wals.info/feature/142A,
Arabic (San'ani),Logical meanings,,http://wals.info/valuesets/142A-ars,http://wals.info/languoid/lect/wals_code_ars,http://wals.info/feature/142A,
Arabic (Tunisian),Logical meanings,,http://wals.info/valuesets/142A-atu,http://wals.info/languoid/lect/wals_code_atu,http://wals.info/feature/142A,
Arakanese (Marma),Affective meanings,,http://wals.info/valuesets/142A-akm,http://wals.info/languoid/lect/wals_code_akm,http://wals.info/feature/142A,
Aulua,Affective meanings,,http://wals.info/valuesets/142A-aul,http://wals.info/languoid/lect/wals_code_aul,http://wals.info/feature/142A,
Avar,Logical meanings,,http://wals.info/valuesets/142A-ava,http://wals.info/languoid/lect/wals_code_ava,http://wals.info/feature/142A,
Bagvalal,Logical meanings,,http://wals.info/valuesets/142A-bgv,http://wals.info/languoid/lect/wals_code_bgv,http://wals.info/feature/142A,
Balinese,Affective meanings,,http://wals.info/valuesets/142A-bal,http://wals.info/languoid/lect/wals_code_bal,http://wals.info/feature/142A,
Bambara,Logical meanings,,http://wals.info/valuesets/142A-bam,http://wals.info/languoid/lect/wals_code_bam,http://wals.info/feature/142A,
Bamun,Affective meanings,,http://wals.info/valuesets/142A-bmn,http://wals.info/languoid/lect/wals_code_bmn,http://wals.info/feature/142A,
Beja,Logical meanings,,http://wals.info/valuesets/142A-bej,http://wals.info/languoid/lect/wals_code_bej,http://wals.info/feature/142A,
Belhare,Other or none,,http://wals.info/valuesets/142A-bel,http://wals.info/languoid/lect/wals_code_bel,http://wals.info/feature/142A,
Bengali,Logical meanings,,http://wals.info/valuesets/142A-ben,http://wals.info/languoid/lect/wals_code_ben,http://wals.info/feature/142A,
Bontok,Other or none,,http://wals.info/valuesets/142A-btk,http://wals.info/languoid/lect/wals_code_btk,http://wals.info/feature/142A,
Bosnian,Logical meanings,,http://wals.info/valuesets/142A-bos,http://wals.info/languoid/lect/wals_code_bos,http://wals.info/feature/142A,
Brao,Affective meanings,,http://wals.info/valuesets/142A-bra,http://wals.info/languoid/lect/wals_code_bra,http://wals.info/feature/142A,
Bulgarian,Logical meanings,,http://wals.info/valuesets/142A-bul,http://wals.info/languoid/lect/wals_code_bul,http://wals.info/feature/142A,
Cantonese,Affective meanings,,http://wals.info/valuesets/142A-cnt,http://wals.info/languoid/lect/wals_code_cnt,http://wals.info/feature/142A,
Chaozhou,Affective meanings,,http://wals.info/valuesets/142A-chz,http://wals.info/languoid/lect/wals_code_chz,http://wals.info/feature/142A,
Chechen,Logical meanings,,http://wals.info/valuesets/142A-chc,http://wals.info/languoid/lect/wals_code_chc,http://wals.info/feature/142A,
Chickasaw,Other or none,,http://wals.info/valuesets/142A-cck,http://wals.info/languoid/lect/wals_code_cck,http://wals.info/feature/142A,
Chontal (Huamelultec Oaxaca),Affective meanings,,http://wals.info/valuesets/142A-chx,http://wals.info/languoid/lect/wals_code_chx,http://wals.info/feature/142A,
Czech,Affective meanings,,http://wals.info/valuesets/142A-cze,http://wals.info/languoid/lect/wals_code_cze,http://wals.info/feature/142A,
Dagur,Other or none,,http://wals.info/valuesets/142A-dgr,http://wals.info/languoid/lect/wals_code_dgr,http://wals.info/feature/142A,
Danish,Affective meanings,,http://wals.info/valuesets/142A-dsh,http://wals.info/languoid/lect/wals_code_dsh,http://wals.info/feature/142A,
Deutsche Gebärdensprache,Affective meanings,,http://wals.info/valuesets/142A-dge,http://wals.info/languoid/lect/wals_code_dge,http://wals.info/feature/142A,
Dutch,Affective meanings,,http://wals.info/valuesets/142A-dut,http://wals.info/languoid/lect/wals_code_dut,http://wals.info/feature/142A,
Dyula,Logical meanings,,http://wals.info/valuesets/142A-dyu,http://wals.info/languoid/lect/wals_code_dyu,http://wals.info/feature/142A,
English,Affective meanings,,http://wals.info/valuesets/142A-eng,http://wals.info/languoid/lect/wals_code_eng,http://wals.info/feature/142A,
Fe'fe',Affective meanings,,http://wals.info/valuesets/142A-fef,http://wals.info/languoid/lect/wals_code_fef,http://wals.info/feature/142A,
Fijian (Wayan),Affective meanings,,http://wals.info/valuesets/142A-fiw,http://wals.info/languoid/lect/wals_code_fiw,http://wals.info/feature/142A,
Finnish,Affective meanings,,http://wals.info/valuesets/142A-fin,http://wals.info/languoid/lect/wals_code_fin,http://wals.info/feature/142A,
Fula (Burkina Faso),Logical meanings,,http://wals.info/valuesets/142A-fbf,http://wals.info/languoid/lect/wals_code_fbf,http://wals.info/feature/142A,
Fula (Cameroonian),Affective meanings,,http://wals.info/valuesets/142A-fua,http://wals.info/languoid/lect/wals_code_fua,http://wals.info/feature/142A,
Fula (Mauritanian),Logical meanings,,http://wals.info/valuesets/142A-fma,http://wals.info/languoid/lect/wals_code_fma,http://wals.info/feature/142A,
Georgian,Logical meanings,,http://wals.info/valuesets/142A-geo,http://wals.info/languoid/lect/wals_code_geo,http://wals.info/feature/142A,
German,Affective meanings,,http://wals.info/valuesets/142A-ger,http://wals.info/languoid/lect/wals_code_ger,http://wals.info/feature/142A,
German (Viennese),Affective meanings,,http://wals.info/valuesets/142A-gvi,http://wals.info/languoid/lect/wals_code_gvi,http://wals.info/feature/142A,
Ghotuo,Logical meanings,,http://wals.info/valuesets/142A-gho,http://wals.info/languoid/lect/wals_code_gho,http://wals.info/feature/142A,
Greek (Cypriot),Logical meanings,,http://wals.info/valuesets/142A-gcy,http://wals.info/languoid/lect/wals_code_gcy,http://wals.info/feature/142A,
Greek (Modern),Logical meanings,Haberland and Macrakis 1992,http://wals.info/valuesets/142A-grk,http://wals.info/languoid/lect/wals_code_grk,http://wals.info/feature/142A,http://wals.info/refdb/record/Haberland-and-Macrakis-1992
Guere,Logical meanings,,http://wals.info/valuesets/142A-gue,http://wals.info/languoid/lect/wals_code_gue,http://wals.info/feature/142A,
Guianese French Creole,Affective meanings,,http://wals.info/valuesets/142A-gfr,http://wals.info/languoid/lect/wals_code_gfr,http://wals.info/feature/142A,
Gurindji,Other or none,,http://wals.info/valuesets/142A-gji,http://wals.info/languoid/lect/wals_code_gji,http://wals.info/feature/142A,
Guro,Logical meanings,,http://wals.info/valuesets/142A-gro,http://wals.info/languoid/lect/wals_code_gro,http://wals.info/feature/142A,
Halkomelem (Upriver),Other or none,,http://wals.info/valuesets/142A-hlu,http://wals.info/languoid/lect/wals_code_hlu,http://wals.info/feature/142A,
Hausa,Affective meanings,,http://wals.info/valuesets/142A-hau,http://wals.info/languoid/lect/wals_code_hau,http://wals.info/feature/142A,
Hebrew (Modern),Logical meanings,,http://wals.info/valuesets/142A-heb,http://wals.info/languoid/lect/wals_code_heb,http://wals.info/feature/142A,
Hindi,Logical meanings,,http://wals.info/valuesets/142A-hin,http://wals.info/languoid/lect/wals_code_hin,http://wals.info/feature/142A,
Hmong Daw,Affective meanings,,http://wals.info/valuesets/142A-hmd,http://wals.info/languoid/lect/wals_code_hmd,http://wals.info/feature/142A,
Hmong Njua,Affective meanings,,http://wals.info/valuesets/142A-hmo,http://wals.info/languoid/lect/wals_code_hmo,http://wals.info/feature/142A,
Hungarian,Affective meanings,,http://wals.info/valuesets/142A-hun,http://wals.info/languoid/lect/wals_code_hun,http://wals.info/feature/142A,
Hunzib,Logical meanings,,http://wals.info/valuesets/142A-hzb,http://wals.info/languoid/lect/wals_code_hzb,http://wals.info/feature/142A,
Hup,Other or none,,http://wals.info/valuesets/142A-hpd,http://wals.info/languoid/lect/wals_code_hpd,http://wals.info/feature/142A,
