LANGUAGE_NAME,VALUE,SOURCE_NAME,ID,LANGUAGE_ID,FEATURE_ID,SOURCE
Abipón,Other NegV,Najlis 1966[ passim],http://wals.info/valuesets/144D-abi,http://wals.info/languoid/lect/wals_code_abi,http://wals.info/feature/144D,http://wals.info/refdb/record/Najlis-1966[ passim]
Abun,ObligNeg,Berry 1995b[ 82],http://wals.info/valuesets/144D-abu,http://wals.info/languoid/lect/wals_code_abu,http://wals.info/feature/144D,http://wals.info/refdb/record/Berry-1995b[ 82]
Achagua,SNegVO,Wilson and Levinsohn 1992[ 131],http://wals.info/valuesets/144D-acg,http://wals.info/languoid/lect/wals_code_acg,http://wals.info/feature/144D,http://wals.info/refdb/record/Wilson-and-Levinsohn-1992[ 131]
Acholi,More than one construction,"Crazzolara 1955[ 57, 148]",http://wals.info/valuesets/144D-acl,http://wals.info/languoid/lect/wals_code_acl,http://wals.info/feature/144D,"http://wals.info/refdb/record/Crazzolara-1955[ 57, 148]"
Achumawi,Other NegV,de Angulo and Freeland 1931[ 115],http://wals.info/valuesets/144D-acm,http://wals.info/languoid/lect/wals_code_acm,http://wals.info/feature/144D,http://wals.info/refdb/record/de-Angulo-and-Freeland-1931[ 115]
Adioukrou,S[V-Neg]O,Herault 1978[ 353ff],http://wals.info/valuesets/144D-adi,http://wals.info/languoid/lect/wals_code_adi,http://wals.info/feature/144D,http://wals.info/refdb/record/Herault-1978[ 353ff]
Adzera,OptNeg,Holzknecht 1986[ 139],http://wals.info/valuesets/144D-adz,http://wals.info/languoid/lect/wals_code_adz,http://wals.info/feature/144D,http://wals.info/refdb/record/Holzknecht-1986[ 139]
Aghem,More than one construction,"Anderson 1979[ 118, 123]",http://wals.info/valuesets/144D-agh,http://wals.info/languoid/lect/wals_code_agh,http://wals.info/feature/144D,"http://wals.info/refdb/record/Anderson-1979[ 118, 123]"
Aja,SVONeg,Santandrea 1976[ 61],http://wals.info/valuesets/144D-aja,http://wals.info/languoid/lect/wals_code_aja,http://wals.info/feature/144D,http://wals.info/refdb/record/Santandrea-1976[ 61]
Ajagbe,More than one construction,"Tchitchi 1984[ 142, 239-240]",http://wals.info/valuesets/144D-ajg,http://wals.info/languoid/lect/wals_code_ajg,http://wals.info/feature/144D,"http://wals.info/refdb/record/Tchitchi-1984[ 142, 239-240]"
Akan,S[Neg-V]O,Christaller 1875[ 60];Welmers 1946[ 40],http://wals.info/valuesets/144D-akn,http://wals.info/languoid/lect/wals_code_akn,http://wals.info/feature/144D,http://wals.info/refdb/record/Christaller-1875[ 60];http://wals.info/refdb/record/Welmers-1946[ 40]
Albanian,SNegVO,Newmark 1957[ 102];Newmark et al. 1982[ 318],http://wals.info/valuesets/144D-alb,http://wals.info/languoid/lect/wals_code_alb,http://wals.info/feature/144D,http://wals.info/refdb/record/Newmark-1957[ 102];http://wals.info/refdb/record/Newmark-et-al-1982[ 318]
Alune,SVONeg,Niggemeyer 1951[ passim],http://wals.info/valuesets/144D-aln,http://wals.info/languoid/lect/wals_code_aln,http://wals.info/feature/144D,http://wals.info/refdb/record/Niggemeyer-1951[ passim]
Ambae (Lolovoli Northeast),ObligNeg,"Hyslop 2001[ 231, 259, passim]",http://wals.info/valuesets/144D-aml,http://wals.info/languoid/lect/wals_code_aml,http://wals.info/feature/144D,"http://wals.info/refdb/record/Hyslop-2001[ 231, 259, passim]"
Ambai,SVONeg,Silzer 1983[ 214-215],http://wals.info/valuesets/144D-amq,http://wals.info/languoid/lect/wals_code_amq,http://wals.info/feature/144D,http://wals.info/refdb/record/Silzer-1983[ 214-215]
Anêm,SVONeg,Thurston 1982[ 31],http://wals.info/valuesets/144D-ane,http://wals.info/languoid/lect/wals_code_ane,http://wals.info/feature/144D,http://wals.info/refdb/record/Thurston-1982[ 31]
Angas,SVONeg,"Burquest 1973[ 32, 174-178]",http://wals.info/valuesets/144D-anc,http://wals.info/languoid/lect/wals_code_anc,http://wals.info/feature/144D,"http://wals.info/refdb/record/Burquest-1973[ 32, 174-178]"
Anufo,SVNegO,Smye 2004[ 85],http://wals.info/valuesets/144D-anu,http://wals.info/languoid/lect/wals_code_anu,http://wals.info/feature/144D,http://wals.info/refdb/record/Smye-2004[ 85]
Apurinã,More than one construction,Facundes 2000[ 535],http://wals.info/valuesets/144D-apu,http://wals.info/languoid/lect/wals_code_apu,http://wals.info/feature/144D,http://wals.info/refdb/record/Facundes-2000[ 535]
