LANGUAGE_NAME,VALUE,SOURCE_NAME,ID,LANGUAGE_ID,FEATURE_ID,SOURCE
Abkhaz,None (= no suppletive imperatives reported in the reference material),,http://wals.info/valuesets/79B-abk,http://wals.info/languoid/lect/wals_code_abk,http://wals.info/feature/79B,
Acoma,Hortative,,http://wals.info/valuesets/79B-aco,http://wals.info/languoid/lect/wals_code_aco,http://wals.info/feature/79B,
Ainu,None (= no suppletive imperatives reported in the reference material),,http://wals.info/valuesets/79B-ain,http://wals.info/languoid/lect/wals_code_ain,http://wals.info/feature/79B,
Alagwa,Imperative and Hortative,,http://wals.info/valuesets/79B-agw,http://wals.info/languoid/lect/wals_code_agw,http://wals.info/feature/79B,
Alamblak,None (= no suppletive imperatives reported in the reference material),,http://wals.info/valuesets/79B-ala,http://wals.info/languoid/lect/wals_code_ala,http://wals.info/feature/79B,
Amele,None (= no suppletive imperatives reported in the reference material),,http://wals.info/valuesets/79B-ame,http://wals.info/languoid/lect/wals_code_ame,http://wals.info/feature/79B,
Apurinã,None (= no suppletive imperatives reported in the reference material),,http://wals.info/valuesets/79B-apu,http://wals.info/languoid/lect/wals_code_apu,http://wals.info/feature/79B,
Arabana,None (= no suppletive imperatives reported in the reference material),,http://wals.info/valuesets/79B-abn,http://wals.info/languoid/lect/wals_code_abn,http://wals.info/feature/79B,
Arabic (Egyptian),Imperative,,http://wals.info/valuesets/79B-aeg,http://wals.info/languoid/lect/wals_code_aeg,http://wals.info/feature/79B,
Arabic (Moroccan),Imperative,,http://wals.info/valuesets/79B-amr,http://wals.info/languoid/lect/wals_code_amr,http://wals.info/feature/79B,
Arabic (Tunisian),Imperative,,http://wals.info/valuesets/79B-atu,http://wals.info/languoid/lect/wals_code_atu,http://wals.info/feature/79B,
Araona,None (= no suppletive imperatives reported in the reference material),,http://wals.info/valuesets/79B-ana,http://wals.info/languoid/lect/wals_code_ana,http://wals.info/feature/79B,
Arapesh (Mountain),None (= no suppletive imperatives reported in the reference material),,http://wals.info/valuesets/79B-arp,http://wals.info/languoid/lect/wals_code_arp,http://wals.info/feature/79B,
Armenian (Eastern),Imperative,,http://wals.info/valuesets/79B-arm,http://wals.info/languoid/lect/wals_code_arm,http://wals.info/feature/79B,
Asmat,None (= no suppletive imperatives reported in the reference material),,http://wals.info/valuesets/79B-asm,http://wals.info/languoid/lect/wals_code_asm,http://wals.info/feature/79B,
Awa Pit,None (= no suppletive imperatives reported in the reference material),,http://wals.info/valuesets/79B-awp,http://wals.info/languoid/lect/wals_code_awp,http://wals.info/feature/79B,
Aymara,None (= no suppletive imperatives reported in the reference material),,http://wals.info/valuesets/79B-aym,http://wals.info/languoid/lect/wals_code_aym,http://wals.info/feature/79B,
Bagirmi,None (= no suppletive imperatives reported in the reference material),,http://wals.info/valuesets/79B-bag,http://wals.info/languoid/lect/wals_code_bag,http://wals.info/feature/79B,
Barasano,None (= no suppletive imperatives reported in the reference material),,http://wals.info/valuesets/79B-brs,http://wals.info/languoid/lect/wals_code_brs,http://wals.info/feature/79B,
Basque,None (= no suppletive imperatives reported in the reference material),,http://wals.info/valuesets/79B-bsq,http://wals.info/languoid/lect/wals_code_bsq,http://wals.info/feature/79B,
Belorussian,None (= no suppletive imperatives reported in the reference material),,http://wals.info/valuesets/79B-blr,http://wals.info/languoid/lect/wals_code_blr,http://wals.info/feature/79B,
Bengali,None (= no suppletive imperatives reported in the reference material),,http://wals.info/valuesets/79B-ben,http://wals.info/languoid/lect/wals_code_ben,http://wals.info/feature/79B,
Berber (Middle Atlas),A regular and a suppletive form alternate,,http://wals.info/valuesets/79B-bma,http://wals.info/languoid/lect/wals_code_bma,http://wals.info/feature/79B,
Brahui,None (= no suppletive imperatives reported in the reference material),,http://wals.info/valuesets/79B-brh,http://wals.info/languoid/lect/wals_code_brh,http://wals.info/feature/79B,
Bulgarian,A regular and a suppletive form alternate,,http://wals.info/valuesets/79B-bul,http://wals.info/languoid/lect/wals_code_bul,http://wals.info/feature/79B,
Burmese,None (= no suppletive imperatives reported in the reference material),,http://wals.info/valuesets/79B-brm,http://wals.info/languoid/lect/wals_code_brm,http://wals.info/feature/79B,
Burushaski,None (= no suppletive imperatives reported in the reference material),,http://wals.info/valuesets/79B-bur,http://wals.info/languoid/lect/wals_code_bur,http://wals.info/feature/79B,
Cahuilla,None (= no suppletive imperatives reported in the reference material),,http://wals.info/valuesets/79B-cah,http://wals.info/languoid/lect/wals_code_cah,http://wals.info/feature/79B,
Canela-Krahô,None (= no suppletive imperatives reported in the reference material),,http://wals.info/valuesets/79B-ckr,http://wals.info/languoid/lect/wals_code_ckr,http://wals.info/feature/79B,
Cantonese,None (= no suppletive imperatives reported in the reference material),,http://wals.info/valuesets/79B-cnt,http://wals.info/languoid/lect/wals_code_cnt,http://wals.info/feature/79B,
Carib,Imperative,,http://wals.info/valuesets/79B-car,http://wals.info/languoid/lect/wals_code_car,http://wals.info/feature/79B,
Cayuvava,None (= no suppletive imperatives reported in the reference material),,http://wals.info/valuesets/79B-cyv,http://wals.info/languoid/lect/wals_code_cyv,http://wals.info/feature/79B,
Chamorro,None (= no suppletive imperatives reported in the reference material),,http://wals.info/valuesets/79B-cha,http://wals.info/languoid/lect/wals_code_cha,http://wals.info/feature/79B,
Chinantec (Lealao),None (= no suppletive imperatives reported in the reference material),,http://wals.info/valuesets/79B-cle,http://wals.info/languoid/lect/wals_code_cle,http://wals.info/feature/79B,
Chukchi,None (= no suppletive imperatives reported in the reference material),,http://wals.info/valuesets/79B-chk,http://wals.info/languoid/lect/wals_code_chk,http://wals.info/feature/79B,
Comanche,None (= no suppletive imperatives reported in the reference material),,http://wals.info/valuesets/79B-cmn,http://wals.info/languoid/lect/wals_code_cmn,http://wals.info/feature/79B,
Cree (Plains),None (= no suppletive imperatives reported in the reference material),,http://wals.info/valuesets/79B-cre,http://wals.info/languoid/lect/wals_code_cre,http://wals.info/feature/79B,
Czech,None (= no suppletive imperatives reported in the reference material),,http://wals.info/valuesets/79B-cze,http://wals.info/languoid/lect/wals_code_cze,http://wals.info/feature/79B,
Daga,None (= no suppletive imperatives reported in the reference material),,http://wals.info/valuesets/79B-dag,http://wals.info/languoid/lect/wals_code_dag,http://wals.info/feature/79B,
Dani (Lower Grand Valley),None (= no suppletive imperatives reported in the reference material),,http://wals.info/valuesets/79B-dni,http://wals.info/languoid/lect/wals_code_dni,http://wals.info/feature/79B,
Diola-Fogny,None (= no suppletive imperatives reported in the reference material),,http://wals.info/valuesets/79B-dio,http://wals.info/languoid/lect/wals_code_dio,http://wals.info/feature/79B,
Dutch,None (= no suppletive imperatives reported in the reference material),,http://wals.info/valuesets/79B-dut,http://wals.info/languoid/lect/wals_code_dut,http://wals.info/feature/79B,
English,None (= no suppletive imperatives reported in the reference material),,http://wals.info/valuesets/79B-eng,http://wals.info/languoid/lect/wals_code_eng,http://wals.info/feature/79B,
Evenki,None (= no suppletive imperatives reported in the reference material),,http://wals.info/valuesets/79B-eve,http://wals.info/languoid/lect/wals_code_eve,http://wals.info/feature/79B,
Ewe,None (= no suppletive imperatives reported in the reference material),,http://wals.info/valuesets/79B-ewe,http://wals.info/languoid/lect/wals_code_ewe,http://wals.info/feature/79B,
